subscriber_id,first_name,last_name,email,signup_date,signup_source,country,gender,age_group,status
SUB0890,First890,Last890,user890@email.com,2024-02-12,Checkout,United Kingdom,Male,25-34,Active
SUB0891,First891,Last891,user891@email.com,2024-02-04,Blog,United States,Female,35-44,Active
SUB0892,First892,Last892,user892@email.com,2023-10-18,Website Popup,United States,Female,25-34,Active
SUB0893,First893,Last893,user893@email.com,2024-01-24,Checkout,United Kingdom,Male,25-34,Active
SUB0894,First894,Last894,user894@email.com,2024-04-17,Website Popup,United States,Female,45-54,Active
SUB0895,First895,Last895,user895@email.com,2024-05-26,Blog,United States,Female,35-44,Active
SUB0896,First896,Last896,user896@email.com,2023-09-25,Checkout,United States,Female,25-34,Active
SUB0897,First897,Last897,user897@email.com,2023-10-31,Website Popup,Canada,Female,25-34,Active
SUB0898,First898,Last898,user898@email.com,2023-10-03,Checkout,Australia,Male,25-34,Active
SUB0899,First899,Last899,user899@email.com,2024-01-02,Checkout,United States,Male,25-34,Active
SUB0900,First900,Last900,user900@email.com,2024-02-27,Checkout,United Kingdom,Male,18-24,Active
SUB0901,First901,Last901,user901@email.com,2024-03-26,Website Popup,United Kingdom,Female,35-44,Active
SUB0902,First902,Last902,user902@email.com,2023-10-07,Website Popup,United States,Female,45-54,Active
SUB0903,First903,Last903,user903@email.com,2023-09-09,Website Popup,United States,Male,25-34,Bounced
SUB0904,First904,Last904,user904@email.com,2023-10-27,Blog,United States,Female,35-44,Active
SUB0905,First905,Last905,user905@email.com,2023-10-20,Referral,United States,Male,18-24,Active
SUB0906,First906,Last906,user906@email.com,2023-09-11,Checkout,Australia,Male,25-34,Unsubscribed
SUB0907,First907,Last907,user907@email.com,2023-09-19,Social Media,United States,Male,35-44,Active
SUB0908,First908,Last908,user908@email.com,2023-08-12,Referral,United Kingdom,Male,18-24,Active
SUB0909,First909,Last909,user909@email.com,2023-08-30,Checkout,United States,Male,18-24,Active
SUB0910,First910,Last910,user910@email.com,2023-10-31,Referral,Australia,Female,25-34,Active
SUB0911,First911,Last911,user911@email.com,2023-09-16,Website Popup,United States,Male,35-44,Active
SUB0912,First912,Last912,user912@email.com,2023-09-25,Checkout,United Kingdom,Female,45-54,Unsubscribed
SUB0913,First913,Last913,user913@email.com,2023-08-26,Blog,Canada,Male,25-34,Active
SUB0914,First914,Last914,user914@email.com,2023-11-21,Website Popup,United States,Female,35-44,Active
SUB0915,First915,Last915,user915@email.com,2024-03-10,Checkout,United States,Female,25-34,Active
SUB0916,First916,Last916,user916@email.com,2023-08-19,Checkout,United States,Male,35-44,Active
SUB0917,First917,Last917,user917@email.com,2024-05-10,Website Popup,United Kingdom,Male,25-34,Unsubscribed
SUB0918,First918,Last918,user918@email.com,2023-07-06,Social Media,United Kingdom,Female,18-24,Active
SUB0919,First919,Last919,user919@email.com,2023-07-22,Website Popup,United Kingdom,Female,35-44,Active
SUB0920,First920,Last920,user920@email.com,2023-11-20,Website Popup,United States,Male,45-54,Active
SUB0921,First921,Last921,user921@email.com,2023-08-28,Checkout,United States,Male,55+,Active
SUB0922,First922,Last922,user922@email.com,2024-04-15,Blog,United States,Female,55+,Active
SUB0923,First923,Last923,user923@email.com,2023-11-24,Social Media,United Kingdom,Female,55+,Active
SUB0924,First924,Last924,user924@email.com,2023-08-10,Website Popup,United Kingdom,Female,45-54,Active
SUB0925,First925,Last925,user925@email.com,2023-12-08,Social Media,United Kingdom,Male,35-44,Active
SUB0926,First926,Last926,user926@email.com,2023-09-02,Website Popup,United States,Male,25-34,Active
SUB0927,First927,Last927,user927@email.com,2023-10-05,Website Popup,Canada,Female,55+,Bounced
SUB0928,First928,Last928,user928@email.com,2023-11-03,Checkout,Australia,Male,25-34,Active
SUB0929,First929,Last929,user929@email.com,2023-12-10,Blog,United Kingdom,Female,18-24,Active
SUB0930,First930,Last930,user930@email.com,2024-04-18,Social Media,United States,Female,45-54,Bounced
SUB0931,First931,Last931,user931@email.com,2024-03-25,Social Media,United States,Male,45-54,Active
SUB0932,First932,Last932,user932@email.com,2024-03-17,Website Popup,United States,Female,45-54,Active
SUB0933,First933,Last933,user933@email.com,2023-08-11,Website Popup,United States,Female,25-34,Active
SUB0934,First934,Last934,user934@email.com,2023-07-12,Blog,United States,Male,18-24,Active
SUB0935,First935,Last935,user935@email.com,2024-05-09,Website Popup,United States,Male,35-44,Active
SUB0936,First936,Last936,user936@email.com,2023-12-26,Checkout,United States,Female,25-34,Unsubscribed
SUB0937,First937,Last937,user937@email.com,2023-10-19,Website Popup,United States,Male,25-34,Active
SUB0938,First938,Last938,user938@email.com,2024-04-09,Website Popup,Canada,Male,18-24,Active
SUB0939,First939,Last939,user939@email.com,2024-02-07,Website Popup,United States,Female,25-34,Active
SUB0940,First940,Last940,user940@email.com,2024-02-25,Website Popup,United Kingdom,Male,25-34,Active
SUB0941,First941,Last941,user941@email.com,2024-06-30,Website Popup,United States,Female,35-44,Active
SUB0942,First942,Last942,user942@email.com,2024-01-20,Website Popup,United States,Male,35-44,Active
SUB0943,First943,Last943,user943@email.com,2023-12-14,Social Media,United Kingdom,Male,25-34,Active
SUB0944,First944,Last944,user944@email.com,2024-02-18,Social Media,Australia,Male,25-34,Active
SUB0945,First945,Last945,user945@email.com,2024-03-27,Website Popup,United States,Female,25-34,Unsubscribed
SUB0946,First946,Last946,user946@email.com,2024-01-11,Social Media,United Kingdom,Male,25-34,Active
SUB0947,First947,Last947,user947@email.com,2023-07-12,Checkout,Australia,Female,45-54,Unsubscribed
SUB0948,First948,Last948,user948@email.com,2023-10-09,Website Popup,Canada,Male,25-34,Active
SUB0949,First949,Last949,user949@email.com,2024-04-28,Checkout,United States,Female,35-44,Active
SUB0950,First950,Last950,user950@email.com,2023-10-14,Social Media,Canada,Male,18-24,Bounced
SUB0951,First951,Last951,user951@email.com,2024-03-07,Referral,Australia,Female,45-54,Active
SUB0952,First952,Last952,user952@email.com,2023-10-01,Social Media,United Kingdom,Female,35-44,Active
SUB0953,First953,Last953,user953@email.com,2023-08-01,Social Media,Australia,Male,18-24,Unsubscribed
SUB0954,First954,Last954,user954@email.com,2024-06-05,Checkout,United States,Male,35-44,Active
SUB0955,First955,Last955,user955@email.com,2024-03-23,Website Popup,United States,Male,35-44,Active
SUB0956,First956,Last956,user956@email.com,2023-10-21,Checkout,Australia,Female,25-34,Active
SUB0957,First957,Last957,user957@email.com,2023-09-13,Referral,United States,Female,55+,Unsubscribed
SUB0958,First958,Last958,user958@email.com,2024-02-18,Checkout,United States,Male,35-44,Active
SUB0959,First959,Last959,user959@email.com,2024-03-27,Checkout,United States,Female,18-24,Active
SUB0960,First960,Last960,user960@email.com,2023-09-28,Website Popup,United States,Female,18-24,Active
SUB0961,First961,Last961,user961@email.com,2023-08-17,Website Popup,United States,Male,55+,Bounced
SUB0962,First962,Last962,user962@email.com,2024-02-05,Website Popup,Australia,Female,45-54,Active
SUB0963,First963,Last963,user963@email.com,2023-12-28,Referral,Canada,Male,25-34,Active
SUB0964,First964,Last964,user964@email.com,2024-01-25,Social Media,United States,Female,35-44,Bounced
SUB0965,First965,Last965,user965@email.com,2023-08-15,Social Media,Canada,Male,55+,Active
SUB0966,First966,Last966,user966@email.com,2023-07-06,Checkout,United Kingdom,Female,35-44,Active
SUB0967,First967,Last967,user967@email.com,2023-08-21,Social Media,United Kingdom,Female,25-34,Active
SUB0968,First968,Last968,user968@email.com,2023-09-06,Referral,United Kingdom,Female,35-44,Active
SUB0969,First969,Last969,user969@email.com,2024-03-28,Checkout,United Kingdom,Female,25-34,Active
SUB0970,First970,Last970,user970@email.com,2023-10-16,Checkout,United States,Male,45-54,Active
SUB0971,First971,Last971,user971@email.com,2023-12-24,Social Media,Australia,Female,55+,Active
SUB0972,First972,Last972,user972@email.com,2023-08-05,Website Popup,Canada,Female,18-24,Active
SUB0973,First973,Last973,user973@email.com,2023-12-04,Social Media,United Kingdom,Male,25-34,Bounced
SUB0974,First974,Last974,user974@email.com,2024-02-11,Website Popup,United States,Female,35-44,Active
SUB0975,First975,Last975,user975@email.com,2023-09-13,Social Media,United States,Male,45-54,Active
SUB0976,First976,Last976,user976@email.com,2023-12-27,Checkout,United States,Female,35-44,Active
SUB0977,First977,Last977,user977@email.com,2024-02-01,Referral,United States,Male,18-24,Active
SUB0978,First978,Last978,user978@email.com,2024-03-15,Checkout,United States,Female,35-44,Active
SUB0979,First979,Last979,user979@email.com,2024-01-12,Website Popup,United Kingdom,Female,25-34,Active
SUB0980,First980,Last980,user980@email.com,2023-09-09,Website Popup,United Kingdom,Male,35-44,Active
SUB0981,First981,Last981,user981@email.com,2023-08-09,Checkout,United States,Female,55+,Active
SUB0982,First982,Last982,user982@email.com,2023-07-02,Blog,United States,Female,45-54,Active
SUB0983,First983,Last983,user983@email.com,2024-04-02,Checkout,Canada,Female,35-44,Active
SUB0984,First984,Last984,user984@email.com,2024-04-06,Website Popup,United Kingdom,Female,25-34,Active
SUB0985,First985,Last985,user985@email.com,2023-11-05,Website Popup,United States,Female,18-24,Active
SUB0986,First986,Last986,user986@email.com,2023-10-10,Checkout,United States,Male,35-44,Bounced
SUB0987,First987,Last987,user987@email.com,2024-03-08,Checkout,United States,Female,18-24,Active
SUB0988,First988,Last988,user988@email.com,2023-12-18,Checkout,United States,Male,18-24,Active
SUB0989,First989,Last989,user989@email.com,2024-02-23,Social Media,United States,Female,25-34,Active
SUB0990,First990,Last990,user990@email.com,2023-08-30,Blog,United States,Female,25-34,Active
SUB0991,First991,Last991,user991@email.com,2023-09-26,Referral,Australia,Female,25-34,Active
SUB0992,First992,Last992,user992@email.com,2023-10-21,Website Popup,United States,Male,35-44,Active
SUB0993,First993,Last993,user993@email.com,2024-02-03,Social Media,United States,Male,25-34,Unsubscribed
SUB0994,First994,Last994,user994@email.com,2024-02-26,Checkout,United States,Male,55+,Active
SUB0995,First995,Last995,user995@email.com,2023-09-20,Website Popup,United States,Female,45-54,Active
SUB0996,First996,Last996,user996@email.com,2024-01-12,Website Popup,United Kingdom,Male,35-44,Active
SUB0997,First997,Last997,user997@email.com,2024-01-01,Blog,United States,Female,18-24,Active
SUB0998,First998,Last998,user998@email.com,2023-09-18,Website Popup,Australia,Female,35-44,Active
SUB0999,First999,Last999,user999@email.com,2023-08-02,Checkout,Australia,Female,25-34,Active
SUB1000,First1000,Last1000,user1000@email.com,2024-05-09,Checkout,United Kingdom,Male,45-54,Active
SUB1001,First1001,Last1001,user1001@email.com,2024-03-24,Referral,United Kingdom,Male,35-44,Bounced
SUB1002,First1002,Last1002,user1002@email.com,2024-04-09,Checkout,United Kingdom,Female,18-24,Active
SUB1003,First1003,Last1003,user1003@email.com,2024-05-30,Website Popup,United Kingdom,Female,35-44,Active
SUB1004,First1004,Last1004,user1004@email.com,2023-09-09,Checkout,United States,Male,35-44,Active
SUB1005,First1005,Last1005,user1005@email.com,2023-09-05,Checkout,United Kingdom,Female,25-34,Active
SUB1006,First1006,Last1006,user1006@email.com,2024-04-05,Checkout,Canada,Female,25-34,Active
SUB1007,First1007,Last1007,user1007@email.com,2023-10-01,Website Popup,United Kingdom,Male,35-44,Active
SUB1008,First1008,Last1008,user1008@email.com,2023-07-08,Website Popup,United Kingdom,Male,25-34,Active
SUB1009,First1009,Last1009,user1009@email.com,2023-10-11,Checkout,Australia,Female,25-34,Active
SUB1010,First1010,Last1010,user1010@email.com,2024-04-21,Blog,Canada,Male,35-44,Active
SUB1011,First1011,Last1011,user1011@email.com,2023-10-20,Referral,United States,Male,18-24,Active
SUB1012,First1012,Last1012,user1012@email.com,2024-04-06,Blog,United States,Female,25-34,Active
SUB1013,First1013,Last1013,user1013@email.com,2024-03-12,Checkout,United Kingdom,Female,25-34,Active
SUB1014,First1014,Last1014,user1014@email.com,2023-11-07,Website Popup,United Kingdom,Male,45-54,Active
SUB1015,First1015,Last1015,user1015@email.com,2023-09-17,Checkout,Canada,Female,35-44,Active
SUB1016,First1016,Last1016,user1016@email.com,2024-02-15,Social Media,Canada,Female,55+,Active
SUB1017,First1017,Last1017,user1017@email.com,2024-03-02,Checkout,United Kingdom,Female,45-54,Active
SUB1018,First1018,Last1018,user1018@email.com,2024-01-17,Website Popup,United States,Female,45-54,Active
SUB1019,First1019,Last1019,user1019@email.com,2024-04-23,Referral,Canada,Male,25-34,Active
SUB1020,First1020,Last1020,user1020@email.com,2023-10-13,Checkout,United Kingdom,Male,25-34,Active
SUB1021,First1021,Last1021,user1021@email.com,2023-12-12,Blog,United States,Male,55+,Active
SUB1022,First1022,Last1022,user1022@email.com,2024-04-07,Checkout,United States,Female,25-34,Unsubscribed
SUB1023,First1023,Last1023,user1023@email.com,2023-07-10,Website Popup,Canada,Male,35-44,Active
SUB1024,First1024,Last1024,user1024@email.com,2024-04-15,Website Popup,United States,Female,45-54,Active
SUB1025,First1025,Last1025,user1025@email.com,2023-10-30,Social Media,United Kingdom,Male,25-34,Active
SUB1026,First1026,Last1026,user1026@email.com,2024-06-30,Website Popup,United States,Female,25-34,Active
SUB1027,First1027,Last1027,user1027@email.com,2024-05-26,Social Media,Canada,Male,18-24,Active
SUB1028,First1028,Last1028,user1028@email.com,2024-05-18,Checkout,United States,Male,18-24,Active
SUB1029,First1029,Last1029,user1029@email.com,2024-04-28,Website Popup,United States,Female,45-54,Active
SUB1030,First1030,Last1030,user1030@email.com,2023-07-05,Checkout,United States,Male,35-44,Active
SUB1031,First1031,Last1031,user1031@email.com,2023-12-07,Website Popup,United Kingdom,Female,18-24,Active
SUB1032,First1032,Last1032,user1032@email.com,2024-04-13,Social Media,United States,Male,35-44,Active
SUB1033,First1033,Last1033,user1033@email.com,2023-10-18,Checkout,United Kingdom,Female,35-44,Active
SUB1034,First1034,Last1034,user1034@email.com,2024-03-30,Social Media,United States,Male,35-44,Active
SUB1035,First1035,Last1035,user1035@email.com,2023-12-25,Checkout,Canada,Male,35-44,Active
SUB1036,First1036,Last1036,user1036@email.com,2024-01-12,Social Media,United States,Female,25-34,Active
SUB1037,First1037,Last1037,user1037@email.com,2023-11-03,Blog,Canada,Female,18-24,Active
SUB1038,First1038,Last1038,user1038@email.com,2024-03-20,Website Popup,United Kingdom,Male,45-54,Active
SUB1039,First1039,Last1039,user1039@email.com,2024-02-01,Website Popup,Australia,Female,18-24,Active
SUB1040,First1040,Last1040,user1040@email.com,2023-12-08,Checkout,United Kingdom,Female,25-34,Active
SUB1041,First1041,Last1041,user1041@email.com,2023-10-16,Referral,Canada,Male,35-44,Active
SUB1042,First1042,Last1042,user1042@email.com,2023-12-01,Website Popup,United States,Male,18-24,Active
SUB1043,First1043,Last1043,user1043@email.com,2023-09-25,Checkout,United States,Female,25-34,Active
SUB1044,First1044,Last1044,user1044@email.com,2024-05-05,Referral,United Kingdom,Male,55+,Unsubscribed
SUB1045,First1045,Last1045,user1045@email.com,2023-11-27,Checkout,United States,Female,25-34,Active
SUB1046,First1046,Last1046,user1046@email.com,2023-07-13,Social Media,Australia,Female,18-24,Active
SUB1047,First1047,Last1047,user1047@email.com,2023-12-19,Referral,United States,Male,55+,Active
SUB1048,First1048,Last1048,user1048@email.com,2023-09-11,Checkout,Australia,Male,55+,Active
SUB1049,First1049,Last1049,user1049@email.com,2024-05-06,Website Popup,Canada,Female,25-34,Active
SUB1050,First1050,Last1050,user1050@email.com,2023-10-23,Checkout,United States,Female,35-44,Active
SUB1051,First1051,Last1051,user1051@email.com,2024-01-03,Social Media,United Kingdom,Female,25-34,Active
SUB1052,First1052,Last1052,user1052@email.com,2024-03-15,Website Popup,United States,Male,25-34,Active
SUB1053,First1053,Last1053,user1053@email.com,2024-05-09,Website Popup,United Kingdom,Male,18-24,Active
SUB1054,First1054,Last1054,user1054@email.com,2023-08-20,Social Media,United States,Female,35-44,Active
SUB1055,First1055,Last1055,user1055@email.com,2023-12-29,Social Media,Canada,Male,25-34,Active
SUB1056,First1056,Last1056,user1056@email.com,2024-02-06,Social Media,United States,Male,25-34,Bounced
SUB1057,First1057,Last1057,user1057@email.com,2024-03-25,Referral,United States,Female,25-34,Active
SUB1058,First1058,Last1058,user1058@email.com,2024-02-24,Blog,United States,Male,25-34,Active
SUB1059,First1059,Last1059,user1059@email.com,2023-09-06,Blog,Canada,Female,18-24,Active
SUB1060,First1060,Last1060,user1060@email.com,2024-04-09,Website Popup,United States,Female,25-34,Active
SUB1061,First1061,Last1061,user1061@email.com,2024-04-02,Social Media,Australia,Male,18-24,Active
SUB1062,First1062,Last1062,user1062@email.com,2024-02-09,Website Popup,United Kingdom,Male,35-44,Active
SUB1063,First1063,Last1063,user1063@email.com,2024-04-28,Website Popup,United States,Female,45-54,Active
SUB1064,First1064,Last1064,user1064@email.com,2023-12-12,Checkout,Canada,Female,45-54,Bounced
SUB1065,First1065,Last1065,user1065@email.com,2024-02-02,Website Popup,United States,Male,18-24,Active
SUB1066,First1066,Last1066,user1066@email.com,2023-07-15,Checkout,United Kingdom,Male,35-44,Unsubscribed
SUB1067,First1067,Last1067,user1067@email.com,2024-05-26,Checkout,Canada,Female,25-34,Active
SUB1068,First1068,Last1068,user1068@email.com,2023-08-03,Website Popup,Australia,Female,45-54,Active
SUB1069,First1069,Last1069,user1069@email.com,2023-11-26,Website Popup,United Kingdom,Male,18-24,Unsubscribed
SUB1070,First1070,Last1070,user1070@email.com,2023-08-16,Checkout,Australia,Male,25-34,Unsubscribed
SUB1071,First1071,Last1071,user1071@email.com,2023-10-27,Checkout,Canada,Female,25-34,Active
SUB1072,First1072,Last1072,user1072@email.com,2023-08-16,Referral,United Kingdom,Female,25-34,Unsubscribed
SUB1073,First1073,Last1073,user1073@email.com,2024-04-10,Website Popup,United Kingdom,Female,25-34,Active
SUB1074,First1074,Last1074,user1074@email.com,2023-09-04,Social Media,United States,Male,18-24,Active
SUB1075,First1075,Last1075,user1075@email.com,2023-11-11,Website Popup,United States,Female,35-44,Unsubscribed
SUB1076,First1076,Last1076,user1076@email.com,2024-02-22,Website Popup,United States,Male,18-24,Active
SUB1077,First1077,Last1077,user1077@email.com,2023-12-12,Checkout,United Kingdom,Female,45-54,Active
SUB1078,First1078,Last1078,user1078@email.com,2023-09-21,Social Media,United States,Male,45-54,Active
SUB1079,First1079,Last1079,user1079@email.com,2024-01-02,Website Popup,United States,Male,18-24,Active
SUB1080,First1080,Last1080,user1080@email.com,2024-04-08,Referral,United States,Male,45-54,Active
SUB1081,First1081,Last1081,user1081@email.com,2024-06-17,Blog,United Kingdom,Female,35-44,Active
SUB1082,First1082,Last1082,user1082@email.com,2023-07-15,Social Media,United States,Male,18-24,Active
SUB1083,First1083,Last1083,user1083@email.com,2024-05-13,Social Media,United States,Female,25-34,Active
SUB1084,First1084,Last1084,user1084@email.com,2024-03-20,Blog,Canada,Male,35-44,Active
SUB1085,First1085,Last1085,user1085@email.com,2024-06-07,Referral,Canada,Male,35-44,Active
SUB1086,First1086,Last1086,user1086@email.com,2024-03-15,Checkout,Canada,Female,18-24,Bounced
SUB1087,First1087,Last1087,user1087@email.com,2023-07-13,Referral,United States,Male,25-34,Unsubscribed
SUB1088,First1088,Last1088,user1088@email.com,2023-11-30,Social Media,United States,Male,55+,Active
SUB1089,First1089,Last1089,user1089@email.com,2023-11-30,Website Popup,United Kingdom,Female,35-44,Active
SUB1090,First1090,Last1090,user1090@email.com,2023-07-05,Checkout,United States,Female,35-44,Unsubscribed
SUB1091,First1091,Last1091,user1091@email.com,2023-10-25,Referral,United Kingdom,Female,35-44,Active
SUB1092,First1092,Last1092,user1092@email.com,2024-04-11,Website Popup,United Kingdom,Female,45-54,Active
SUB1093,First1093,Last1093,user1093@email.com,2024-05-06,Website Popup,United Kingdom,Male,18-24,Active
SUB1094,First1094,Last1094,user1094@email.com,2024-02-05,Checkout,United States,Male,18-24,Bounced
SUB1095,First1095,Last1095,user1095@email.com,2023-07-07,Checkout,Canada,Female,35-44,Active
SUB1096,First1096,Last1096,user1096@email.com,2024-06-07,Social Media,Canada,Male,35-44,Active
SUB1097,First1097,Last1097,user1097@email.com,2023-10-05,Checkout,Australia,Female,25-34,Active
SUB1098,First1098,Last1098,user1098@email.com,2023-12-15,Website Popup,United States,Female,45-54,Active
SUB1099,First1099,Last1099,user1099@email.com,2024-03-13,Referral,United Kingdom,Female,35-44,Active
SUB1100,First1100,Last1100,user1100@email.com,2023-09-02,Checkout,United States,Female,25-34,Active
SUB1101,First1101,Last1101,user1101@email.com,2023-08-25,Referral,Canada,Male,18-24,Active
SUB1102,First1102,Last1102,user1102@email.com,2024-06-21,Checkout,Australia,Female,25-34,Active
SUB1103,First1103,Last1103,user1103@email.com,2023-09-03,Website Popup,Canada,Female,55+,Active
SUB1104,First1104,Last1104,user1104@email.com,2023-10-07,Website Popup,United States,Female,18-24,Unsubscribed
SUB1105,First1105,Last1105,user1105@email.com,2023-10-20,Social Media,United Kingdom,Male,55+,Bounced
SUB1106,First1106,Last1106,user1106@email.com,2023-08-22,Referral,United Kingdom,Male,55+,Active
SUB1107,First1107,Last1107,user1107@email.com,2024-06-07,Website Popup,United Kingdom,Male,18-24,Unsubscribed
SUB1108,First1108,Last1108,user1108@email.com,2023-07-22,Website Popup,United Kingdom,Female,18-24,Active
SUB1109,First1109,Last1109,user1109@email.com,2024-06-01,Website Popup,Canada,Female,35-44,Active
SUB1110,First1110,Last1110,user1110@email.com,2023-11-01,Website Popup,Canada,Female,25-34,Active
SUB1111,First1111,Last1111,user1111@email.com,2023-10-24,Website Popup,Australia,Male,45-54,Active
SUB1112,First1112,Last1112,user1112@email.com,2023-12-16,Checkout,Canada,Male,35-44,Active
SUB1113,First1113,Last1113,user1113@email.com,2023-09-29,Checkout,United Kingdom,Male,55+,Active
SUB1114,First1114,Last1114,user1114@email.com,2024-05-07,Checkout,Canada,Male,45-54,Active
SUB1115,First1115,Last1115,user1115@email.com,2024-02-19,Social Media,Australia,Female,55+,Bounced
SUB1116,First1116,Last1116,user1116@email.com,2023-07-22,Website Popup,Australia,Female,25-34,Active
SUB1117,First1117,Last1117,user1117@email.com,2024-04-21,Checkout,United Kingdom,Female,18-24,Bounced
SUB1118,First1118,Last1118,user1118@email.com,2023-10-10,Checkout,United States,Female,25-34,Unsubscribed
SUB1119,First1119,Last1119,user1119@email.com,2023-12-12,Social Media,Canada,Female,35-44,Bounced
SUB1120,First1120,Last1120,user1120@email.com,2024-02-01,Website Popup,United Kingdom,Male,25-34,Active
SUB1121,First1121,Last1121,user1121@email.com,2024-04-26,Website Popup,United States,Male,18-24,Active
SUB1122,First1122,Last1122,user1122@email.com,2024-06-28,Checkout,United States,Male,55+,Active
SUB1123,First1123,Last1123,user1123@email.com,2023-09-30,Referral,United States,Female,18-24,Active
SUB1124,First1124,Last1124,user1124@email.com,2024-05-03,Blog,United States,Male,25-34,Active
SUB1125,First1125,Last1125,user1125@email.com,2023-08-22,Website Popup,Canada,Female,25-34,Active
SUB1126,First1126,Last1126,user1126@email.com,2024-01-29,Website Popup,United States,Female,35-44,Active
SUB1127,First1127,Last1127,user1127@email.com,2024-01-18,Website Popup,United States,Male,35-44,Active
SUB1128,First1128,Last1128,user1128@email.com,2024-06-25,Website Popup,United Kingdom,Female,18-24,Active
SUB1129,First1129,Last1129,user1129@email.com,2023-08-28,Checkout,United Kingdom,Male,35-44,Active
SUB1130,First1130,Last1130,user1130@email.com,2024-03-04,Checkout,United Kingdom,Male,25-34,Active
SUB1131,First1131,Last1131,user1131@email.com,2023-09-10,Social Media,United States,Male,35-44,Active
SUB1132,First1132,Last1132,user1132@email.com,2024-04-29,Checkout,Canada,Female,18-24,Unsubscribed
SUB1133,First1133,Last1133,user1133@email.com,2023-10-15,Referral,United States,Female,25-34,Active
SUB1134,First1134,Last1134,user1134@email.com,2024-04-10,Website Popup,United States,Male,35-44,Bounced
SUB1135,First1135,Last1135,user1135@email.com,2024-03-03,Social Media,United States,Male,25-34,Active
SUB1136,First1136,Last1136,user1136@email.com,2023-08-18,Checkout,United States,Female,25-34,Active
SUB1137,First1137,Last1137,user1137@email.com,2024-03-13,Website Popup,United Kingdom,Female,18-24,Active
SUB1138,First1138,Last1138,user1138@email.com,2023-08-15,Checkout,Canada,Male,35-44,Unsubscribed
SUB1139,First1139,Last1139,user1139@email.com,2023-09-08,Checkout,Australia,Female,45-54,Active
SUB1140,First1140,Last1140,user1140@email.com,2024-06-28,Checkout,United States,Male,18-24,Active
SUB1141,First1141,Last1141,user1141@email.com,2023-07-10,Social Media,United Kingdom,Female,25-34,Active
SUB1142,First1142,Last1142,user1142@email.com,2023-10-27,Website Popup,United Kingdom,Male,18-24,Active
SUB1143,First1143,Last1143,user1143@email.com,2023-10-28,Checkout,United States,Male,25-34,Active
SUB1144,First1144,Last1144,user1144@email.com,2023-07-21,Website Popup,United Kingdom,Female,18-24,Active
SUB1145,First1145,Last1145,user1145@email.com,2023-07-28,Referral,United Kingdom,Male,18-24,Active
SUB1146,First1146,Last1146,user1146@email.com,2024-02-18,Referral,United States,Female,45-54,Unsubscribed
SUB1147,First1147,Last1147,user1147@email.com,2023-11-23,Website Popup,United States,Male,25-34,Active
SUB1148,First1148,Last1148,user1148@email.com,2023-08-09,Checkout,Canada,Female,35-44,Active
SUB1149,First1149,Last1149,user1149@email.com,2024-05-17,Website Popup,Canada,Female,25-34,Active
SUB1150,First1150,Last1150,user1150@email.com,2023-12-29,Blog,United States,Female,45-54,Active
SUB1151,First1151,Last1151,user1151@email.com,2023-08-29,Website Popup,United States,Female,25-34,Active
SUB1152,First1152,Last1152,user1152@email.com,2024-04-02,Checkout,United States,Male,35-44,Active
SUB1153,First1153,Last1153,user1153@email.com,2023-10-19,Referral,United States,Male,18-24,Unsubscribed
SUB1154,First1154,Last1154,user1154@email.com,2023-11-17,Checkout,United States,Female,18-24,Active
SUB1155,First1155,Last1155,user1155@email.com,2023-11-24,Website Popup,United States,Male,25-34,Active
SUB1156,First1156,Last1156,user1156@email.com,2024-03-07,Referral,Canada,Female,35-44,Unsubscribed
SUB1157,First1157,Last1157,user1157@email.com,2023-10-18,Social Media,United States,Male,18-24,Unsubscribed
SUB1158,First1158,Last1158,user1158@email.com,2024-02-29,Checkout,Australia,Female,18-24,Active
SUB1159,First1159,Last1159,user1159@email.com,2023-09-13,Checkout,United Kingdom,Male,25-34,Active
SUB1160,First1160,Last1160,user1160@email.com,2024-01-22,Checkout,United Kingdom,Male,18-24,Active
SUB1161,First1161,Last1161,user1161@email.com,2023-08-05,Website Popup,Australia,Female,25-34,Bounced
SUB1162,First1162,Last1162,user1162@email.com,2024-06-30,Referral,United States,Male,35-44,Active
SUB1163,First1163,Last1163,user1163@email.com,2024-06-14,Checkout,United States,Male,25-34,Active
SUB1164,First1164,Last1164,user1164@email.com,2024-04-20,Website Popup,United States,Male,55+,Active
SUB1165,First1165,Last1165,user1165@email.com,2023-08-23,Referral,Australia,Female,25-34,Active
SUB1166,First1166,Last1166,user1166@email.com,2024-06-16,Checkout,United States,Female,35-44,Active
SUB1167,First1167,Last1167,user1167@email.com,2024-02-22,Referral,Canada,Male,45-54,Unsubscribed
SUB1168,First1168,Last1168,user1168@email.com,2024-04-20,Checkout,United Kingdom,Female,18-24,Active
SUB1169,First1169,Last1169,user1169@email.com,2024-04-03,Checkout,United States,Male,18-24,Active
SUB1170,First1170,Last1170,user1170@email.com,2023-10-02,Social Media,Australia,Male,45-54,Bounced
SUB1171,First1171,Last1171,user1171@email.com,2023-11-16,Checkout,United Kingdom,Female,25-34,Active
SUB1172,First1172,Last1172,user1172@email.com,2023-11-15,Referral,Canada,Male,18-24,Active
SUB1173,First1173,Last1173,user1173@email.com,2024-04-17,Social Media,United States,Male,18-24,Unsubscribed
SUB1174,First1174,Last1174,user1174@email.com,2024-01-09,Social Media,United States,Male,55+,Active
